time,open,high,low,close,tick_volume,spread,real_volume
1704450900,134510.0,134635.0,134495.0,134635.0,8,5,36
1704451200,134700.0,134900.0,134700.0,134820.0,12,5,24
1704451500,134820.0,134920.0,134795.0,134920.0,14,5,46
1704451800,135000.0,135100.0,134985.0,135045.0,13,5,74
1704452100,135120.0,135175.0,135120.0,135170.0,7,5,30
1704452400,135125.0,135125.0,135125.0,135125.0,1,5,1
1704452700,135125.0,135125.0,135085.0,135085.0,2,5,26
1704453000,134900.0,134900.0,134900.0,134900.0,4,5,27
1704453300,135000.0,135035.0,135000.0,135035.0,4,5,37
1704453900,135125.0,135180.0,135125.0,135180.0,6,5,51
1704454200,135015.0,135100.0,135000.0,135100.0,5,5,5
1704454800,135205.0,135335.0,135085.0,135335.0,8,5,44
1704455100,135395.0,135395.0,135350.0,135375.0,5,5,36
1704455400,135310.0,135375.0,135310.0,135375.0,8,5,87
1704455700,135345.0,135430.0,135345.0,135430.0,10,5,96
1704456000,135370.0,135720.0,135325.0,135705.0,36,5,158
1704456300,135710.0,135850.0,135710.0,135850.0,19,5,42
1704456600,135870.0,136000.0,135870.0,135930.0,49,5,84
1704456900,135925.0,135970.0,135840.0,135945.0,22,5,49
1704457200,135960.0,136085.0,135925.0,136055.0,47,5,740
1704457500,136050.0,136100.0,136020.0,136090.0,51,5,820
1704457800,136100.0,136200.0,136055.0,136200.0,11,5,50
1704458100,136105.0,136150.0,136065.0,136065.0,6,5,22
1704458400,136020.0,136125.0,136005.0,136120.0,10,5,48
1704458700,136065.0,136065.0,136065.0,136065.0,1,5,1
1704459000,135945.0,135985.0,135915.0,135985.0,7,5,14
1704459300,135900.0,135925.0,135855.0,135855.0,30,5,256
1704459600,135820.0,135820.0,135750.0,135750.0,10,5,259
1704459900,135785.0,135800.0,135725.0,135725.0,10,5,13
1704460500,135800.0,135805.0,135705.0,135705.0,13,5,35
1704460800,135675.0,135715.0,135645.0,135645.0,10,5,264
1704461100,135620.0,135620.0,135600.0,135600.0,3,5,4
1704461400,135625.0,135725.0,135615.0,135725.0,11,5,35
1704461700,135715.0,135800.0,135715.0,135790.0,13,5,16
1704462000,135770.0,135770.0,135675.0,135675.0,7,5,57
1704462300,135645.0,135650.0,135550.0,135550.0,5,5,8
1704462600,135570.0,135600.0,135570.0,135600.0,2,5,2
1704462900,135520.0,135520.0,135500.0,135500.0,4,5,4
1704463200,135500.0,135500.0,135450.0,135455.0,4,5,6
1704463500,135440.0,135440.0,135270.0,135270.0,10,5,11
1704463800,135265.0,135510.0,135265.0,135510.0,9,5,54
1704464100,135495.0,135495.0,135445.0,135445.0,5,5,5
1704464400,135450.0,135485.0,135360.0,135360.0,12,5,29
1704464700,135405.0,135405.0,135265.0,135280.0,11,5,12
1704465000,135270.0,135270.0,135230.0,135230.0,7,5,8
1704465300,135290.0,135370.0,135290.0,135365.0,22,5,54
1704465600,135275.0,135275.0,135195.0,135195.0,11,5,21
1704465900,135150.0,135160.0,135100.0,135100.0,10,5,19
1704466200,135095.0,135140.0,135090.0,135095.0,10,5,12
1704466500,135190.0,135270.0,135190.0,135270.0,18,5,36
1704466800,135200.0,135200.0,135200.0,135200.0,1,5,1
1704467100,135150.0,135150.0,135150.0,135150.0,1,5,3
1704467400,135200.0,135200.0,135200.0,135200.0,1,5,50
1704467700,135130.0,135130.0,135130.0,135130.0,1,5,2
1704468000,135130.0,135160.0,135000.0,135160.0,5,5,7
1704468300,135180.0,135350.0,135180.0,135350.0,5,5,8
1704468600,135395.0,135450.0,135390.0,135390.0,5,5,78
1704468900,135445.0,135500.0,135415.0,135500.0,7,5,20
1704469200,135470.0,135470.0,135470.0,135470.0,4,5,25
1704469500,135450.0,135470.0,135450.0,135455.0,3,5,4
1704469800,135555.0,135555.0,135550.0,135550.0,2,5,2
1704470100,135585.0,135585.0,135585.0,135585.0,1,5,1
1704470400,135530.0,135555.0,135525.0,135555.0,4,5,6
1704470700,135580.0,135610.0,135580.0,135610.0,4,5,36
1704471300,135415.0,135415.0,135240.0,135280.0,9,5,65
1704471600,135235.0,135235.0,135235.0,135235.0,1,5,1
1704471900,135410.0,135410.0,135410.0,135410.0,10,5,100
1704472200,135400.0,135440.0,135400.0,135440.0,2,5,26
1704472500,135320.0,135335.0,135300.0,135300.0,9,5,77
1704472800,135260.0,135345.0,135260.0,135345.0,2,5,26
1704473100,135365.0,135365.0,135365.0,135365.0,3,5,25
1704473400,135210.0,135210.0,135200.0,135200.0,6,5,60
1704473700,135170.0,135170.0,135170.0,135170.0,1,5,1
1704474300,135250.0,135250.0,135250.0,135250.0,1,5,1
1704474600,135300.0,135300.0,135300.0,135300.0,3,5,25
1704474900,135400.0,135410.0,135370.0,135410.0,7,5,127
1704475500,135265.0,135265.0,135260.0,135260.0,7,5,51
1704476100,135265.0,135265.0,135255.0,135255.0,3,5,3
1704476400,135290.0,135290.0,135290.0,135290.0,1,5,1
1704476700,135405.0,135405.0,135405.0,135405.0,1,5,5
1704477000,135440.0,135550.0,135440.0,135550.0,8,5,29
1704477300,135605.0,135615.0,135605.0,135615.0,2,5,7
1704477900,135600.0,135600.0,135600.0,135600.0,1,5,1
1704478200,135605.0,135610.0,135580.0,135610.0,6,5,27
1704478500,135700.0,135710.0,135680.0,135680.0,5,5,17
1704478800,135665.0,135665.0,135620.0,135620.0,6,5,7
1704704400,135295.0,135295.0,134700.0,134700.0,46,5,106
1704704700,134680.0,134680.0,134620.0,134620.0,13,5,15
1704705000,134610.0,134895.0,134610.0,134895.0,24,5,174
1704705300,134895.0,134925.0,134865.0,134925.0,21,5,23
1704705600,134890.0,134890.0,134785.0,134785.0,7,5,55
1704705900,134780.0,134910.0,134765.0,134910.0,16,5,55
1704706200,134855.0,134885.0,134840.0,134885.0,10,5,131
1704706500,134870.0,134930.0,134870.0,134930.0,8,5,10
1704706800,134835.0,134845.0,134830.0,134835.0,5,5,22
1704707100,134905.0,134945.0,134905.0,134915.0,8,5,15
1704707400,134920.0,134940.0,134905.0,134940.0,3,5,3
1704707700,134935.0,134935.0,134935.0,134935.0,1,5,2
1704708000,134950.0,134980.0,134935.0,134935.0,6,5,28
1704708300,134900.0,134900.0,134750.0,134750.0,12,5,12
1704708600,134750.0,134750.0,134680.0,134680.0,10,5,13
1704708900,134715.0,134805.0,134575.0,134575.0,21,5,99
1704709200,134575.0,134705.0,134520.0,134705.0,16,5,16
1704709500,134705.0,134715.0,134500.0,134555.0,11,5,11
1704709800,134580.0,134695.0,134580.0,134695.0,8,5,8
1704710100,134705.0,134715.0,134585.0,134690.0,7,5,30
1704710400,134700.0,134735.0,134700.0,134720.0,7,5,7
1704710700,134720.0,134730.0,134630.0,134630.0,6,5,77
1704711000,134760.0,134760.0,134760.0,134760.0,1,5,1
1704711600,134845.0,134880.0,134730.0,134750.0,8,5,45
1704711900,134745.0,134850.0,134745.0,134850.0,2,5,4
1704712200,134880.0,134910.0,134790.0,134790.0,6,5,8
1704712500,134805.0,134835.0,134805.0,134835.0,3,5,9
1704713100,134910.0,134910.0,134910.0,134910.0,1,5,2
1704713400,134840.0,135135.0,134840.0,135135.0,9,5,13
1704713700,135155.0,135155.0,134850.0,134850.0,7,5,15
1704714000,134835.0,134835.0,134770.0,134770.0,4,5,7
1704714300,134850.0,135070.0,134850.0,135070.0,6,5,14
1704714600,135070.0,135070.0,134975.0,134975.0,5,5,17
1704714900,134920.0,135090.0,134855.0,135090.0,7,5,23
1704715200,134970.0,135235.0,134970.0,135235.0,6,5,17
1704715500,135250.0,135385.0,135200.0,135295.0,29,5,260
1704715800,135330.0,135335.0,135205.0,135300.0,7,5,12
1704716100,135355.0,135355.0,135355.0,135355.0,1,5,1
1704716700,135340.0,135480.0,135340.0,135480.0,6,5,19
1704717000,135500.0,135545.0,135500.0,135545.0,5,5,18
1704717300,135525.0,135625.0,135525.0,135625.0,10,5,32
1704717600,135585.0,135615.0,135585.0,135595.0,3,5,3
1704717900,135640.0,135650.0,135635.0,135635.0,6,5,27
1704718200,135640.0,135640.0,135640.0,135640.0,1,5,1
1704719400,135505.0,135505.0,135480.0,135480.0,2,5,2
1704719700,135450.0,135450.0,135450.0,135450.0,1,5,2
1704720000,135550.0,135550.0,135550.0,135550.0,1,5,1
1704720600,135620.0,135735.0,135620.0,135730.0,6,5,8
1704720900,135770.0,135770.0,135770.0,135770.0,1,5,1
1704721200,135730.0,135730.0,135730.0,135730.0,1,5,1
1704721500,135590.0,135605.0,135590.0,135605.0,2,5,3
1704721800,135570.0,135570.0,135570.0,135570.0,1,5,1
1704722100,135445.0,135445.0,135445.0,135445.0,1,5,25
1704722400,135480.0,135480.0,135480.0,135480.0,1,5,1
1704722700,135445.0,135445.0,135445.0,135445.0,1,5,1
1704723000,135440.0,135440.0,135440.0,135440.0,1,5,25
1704723600,135500.0,135500.0,135500.0,135500.0,4,5,25
1704723900,135560.0,135630.0,135560.0,135630.0,4,5,6
1704724500,135645.0,135645.0,135645.0,135645.0,1,5,3
1704725400,135570.0,135570.0,135505.0,135505.0,3,5,16
1704726000,135590.0,135590.0,135590.0,135590.0,1,5,5
1704726900,135500.0,135500.0,135500.0,135500.0,1,5,5
1704727200,135590.0,135590.0,135590.0,135590.0,1,5,1
1704727500,135620.0,135620.0,135620.0,135620.0,1,5,5
1704728100,135645.0,135645.0,135580.0,135580.0,6,5,6
1704728400,135520.0,135530.0,135520.0,135530.0,2,5,2
1704728700,135530.0,135530.0,135515.0,135515.0,4,5,18
1704729000,135440.0,135440.0,135420.0,135435.0,6,5,21
1704729900,135585.0,135600.0,135585.0,135600.0,2,5,2
1704730200,135635.0,135770.0,135635.0,135770.0,8,5,27
